iter	RMSE
267	0.03125738434
268	0.0312045749
269	0.03116541375
270	0.03108056477
271	0.03101163735
272	0.03096107789
273	0.030905903
274	0.03081972516
275	0.03071496737
276	0.03058462746
277	0.03051143636
278	0.03042199359
279	0.03031695755
280	0.0302175873
281	0.03016311504
282	0.03007310249
283	0.0299981613
284	0.02995592029
285	0.02991658085
286	0.02985441845
287	0.0298315556
288	0.02974411068
289	0.02965373564
290	0.02963035168
291	0.02961243594
292	0.02955564076
293	0.02949708549
294	0.029389208
295	0.02936347207
296	0.02925844058
297	0.02917332705
298	0.02912704891
299	0.02907719841
300	0.02901159558
301	0.02898361602
302	0.02893279648
303	0.02882767148
304	0.02880790571
305	0.02873289761
306	0.02866671448
307	0.02859914616
308	0.02852297691
309	0.02848839772
310	0.02846308154
311	0.02836307943
312	0.02831640681
313	0.02825629381
314	0.02823696619
315	0.02818061707
316	0.02808943587
317	0.02804526709
318	0.02798620331
319	0.0279020685
320	0.02785608506
321	0.02781609575
322	0.0277282939
323	0.02770929342
324	0.02762984279
325	0.02756943469
326	0.0274937131
327	0.02745154644
328	0.02742896379
329	0.02736546858
330	0.02731787681
331	0.02726126031
332	0.0272075852
333	0.02714445455
334	0.02706783195
335	0.02701442961
336	0.02699466586
337	0.02695737776
338	0.026945613
339	0.0269282124
340	0.02688913776
341	0.0268537558
342	0.02678499376
343	0.02673017493
344	0.02664622846
345	0.02663105147
346	0.02660526818
347	0.02656143516
348	0.02654760141
349	0.02649998165
350	0.02647282344
351	0.02641983917
352	0.02635062033
353	0.02626482985
354	0.02617059253
355	0.02616073488
356	0.02609480614
357	0.02607843431
358	0.02601789327
359	0.02596012968
360	0.02591469398
361	0.02586377181
362	0.02580981256
363	0.02572680608
364	0.02564751838
365	0.02562886559
366	0.02556564915
367	0.0255223394
368	0.0255110598
369	0.02549934547
370	0.02544881107
371	0.02540021309
372	0.02532711681
373	0.02525542399
374	0.02524270784
375	0.02517541636
376	0.02511953429
377	0.02508874018
378	0.02506023953
379	0.02502957582
380	0.02499338127
381	0.02498310206
382	0.02492070763
383	0.02489010402
384	0.02482635302
385	0.02477224203
386	0.02470470074
387	0.02467814846
388	0.02465208701
389	0.02461087616
390	0.02456789287
391	0.02451482762
392	0.02446015642
393	0.0244541567
394	0.02438224353
395	0.02436932545
396	0.02429359164
397	0.02424193296
398	0.02420092068
399	0.0241802319
400	0.02411219698
401	0.02408279607
402	0.02404691929
403	0.02397903881
404	0.02392648736
405	0.02390536595
406	0.02386789543
407	0.0238029625
408	0.02375849508
409	0.02369263477
410	0.02363855868
411	0.02361115782
412	0.02354776404
413	0.02349709661
414	0.02343806294
415	0.02339822608
416	0.02335809809
417	0.02328612993
418	0.02327866909
419	0.02322339514
420	0.02319667698
421	0.02318083
422	0.02315483725
423	0.02312893144
424	0.02308999139
425	0.02305421811
426	0.02300055132
427	0.02296409963
428	0.02291065736
429	0.02287300459
430	0.02286546424
431	0.02284384542
432	0.02282033051
433	0.02279125182
434	0.02274204517
435	0.02269656601
436	0.02263862836
437	0.02262751862
438	0.02257807587
439	0.02253776924
440	0.02246236649
441	0.02241642864
442	0.02239290628
443	0.02235816043
444	0.02234416006
445	0.02229166181
446	0.0222828402
447	0.02223017009
448	0.02220641918
449	0.02215479558
450	0.02214867297
451	0.02211708351
452	0.022111353
453	0.02207352405
454	0.02206133801
455	0.02201208963
456	0.02196433268
457	0.02193382589
458	0.02190641251
459	0.02187547659
460	0.02186943897
461	0.02186478928
462	0.02184791407
463	0.02181804022
464	0.02179567011
465	0.0217466305
466	0.02171471777
467	0.02167998974
468	0.02165725979
469	0.02160676538
470	0.02159813831
471	0.02156404505
472	0.02151719746
473	0.02147828008
474	0.02140581705
475	0.02136763479
476	0.02133175462
477	0.02131809199
478	0.02131005347
479	0.02128156385
480	0.02123401675
481	0.02122875179
482	0.02116429927
483	0.0211366429
484	0.02111782112
485	0.02109692211
486	0.02106172844
487	0.02103796585
488	0.02100528929
489	0.02098627776
490	0.0209662404
491	0.02093045459
492	0.02090272961
493	0.02086316224
494	0.02082066745
495	0.02079595442
496	0.02074682567
497	0.02072190072
498	0.02067847502
499	0.02063839371
500	0.02061420196
501	0.02056452126
502	0.02050886982
503	0.02048934551
504	0.02046191488
505	0.02042868738
506	0.02038625159
507	0.02035791679
508	0.02031578833
509	0.02028983108
510	0.02025291791
511	0.02021050942
512	0.02017852293
513	0.02014192652
514	0.02009731821
515	0.02005599483
516	0.02001840059
517	0.01998692997
518	0.01994623563
519	0.0199386212
520	0.01989792799
521	0.01988507527
522	0.01987949617
523	0.01984545792
524	0.01982227978
525	0.01980950337
526	0.0197950158
527	0.01976493837
528	0.01971232265
529	0.01969599537
530	0.01967409321
531	0.01966982191
532	0.0196227029
533	0.01960619927
534	0.01957432927
535	0.01956955323
536	0.01954415639
537	0.01948917724
538	0.01944226314
539	0.01942555189
540	0.01940013853
541	0.01936171325
542	0.01931848855
543	0.01928572093
544	0.01922565308
545	0.0192120189
546	0.01920578377
547	0.01914149999
548	0.01911942809
549	0.01909816426
550	0.01906641222
551	0.01906267015
552	0.01904632264
553	0.01900942028
554	0.0189577832
555	0.01892491368
556	0.01888463999
557	0.01885359501
558	0.0188267754
559	0.01880701258
560	0.01879500305
561	0.01876434614
562	0.01873731638
563	0.01868246822
564	0.01866935636
565	0.01866437996
566	0.01863380325
567	0.01861437293
568	0.01858516461
569	0.0185568967
570	0.01852603729
571	0.01849876399
572	0.01847906497
573	0.01844859053
574	0.01843916862
575	0.01840071047
576	0.01837093673
577	0.01836048244
578	0.01833281361
579	0.01832229259
580	0.01830747348
581	0.0182762798
582	0.01824985125
583	0.01820826588
584	0.01817170917
585	0.01814269376
586	0.01810628144
587	0.01806179273
588	0.01803890528
589	0.01800876107
590	0.01799059592
591	0.01796895464
592	0.01796256095
593	0.01795074541
594	0.01791520654
595	0.0178891434
596	0.0178822463
597	0.01784757182
598	0.01782576705
599	0.01781950362
600	0.01780025608
601	0.01778277523
602	0.0177803365
603	0.01775332782
604	0.01773013734
605	0.01770462315
606	0.01768250753
607	0.01765289121
608	0.01760210698
609	0.01757646982
610	0.01752925602
611	0.01750451431
612	0.01745791035
613	0.01742223384
614	0.01741703879
615	0.01738859332
616	0.01734617639
617	0.01731412285
618	0.01729766177
619	0.01727094741
620	0.01723845725
621	0.01723328669
622	0.01722178884
623	0.01718515446
624	0.01716171444
625	0.01714200622
626	0.01711798063
627	0.01709521596
628	0.01706242649
629	0.01702731201
630	0.01699215464
631	0.01696961167
632	0.01692684099
633	0.01692031451
634	0.01690623248
635	0.01688412463
636	0.01684055243
637	0.01680591133
638	0.01678287367
639	0.01675477043
640	0.01673297772
641	0.01670881874
642	0.01668362434
643	0.01665760083
644	0.01662456819
645	0.016585352
646	0.01655514801
647	0.01650602637
648	0.01650164463
649	0.0164672831
650	0.01646354034
651	0.01645470995
652	0.01644996594
653	0.01644299949
654	0.01641977442
655	0.01639138916
656	0.01636469709
657	0.01635263178
658	0.01632759249
659	0.0163040191
660	0.01630027201
661	0.01627103202
662	0.01625221192
663	0.01623273065
664	0.01620662924
665	0.01615666755
666	0.01614397989
667	0.0161207115
668	0.01609327347
669	0.01606778075
670	0.01604648306
671	0.01603292129
672	0.01601098009
673	0.01598315549
674	0.01596561618
675	0.01594229933
676	0.01592396888
677	0.01590909324
678	0.01588084538
679	0.01584292768
680	0.01583672035
681	0.01580335135
682	0.01577483911
683	0.01575328583
684	0.01571476534
685	0.01570796486
686	0.01567290013
687	0.01564574062
688	0.01561526921
689	0.01559061771
690	0.01555123506
691	0.01552909641
692	0.01551591833
693	0.01547545725
694	0.01544579966
695	0.01543690601
696	0.01542874588
697	0.01539730913
698	0.01538348071
699	0.01537006999
700	0.01536035424
701	0.01533014387
702	0.01530780369
703	0.01528770045
704	0.0152776457
705	0.01525552858
706	0.01523809968
707	0.01522267733
708	0.01519926292
709	0.01517954944
710	0.01514978403
711	0.01512835016
712	0.01510060743
713	0.01507649827
714	0.01506607519
715	0.01505651596
716	0.01503767616
717	0.01502941038
718	0.0150031803
719	0.01498904851
720	0.01495982192
721	0.01494298849
722	0.01493108893
723	0.0149212389
724	0.01489964842
725	0.01487903297
726	0.01485799686
727	0.01485056864
728	0.01482667743
729	0.01482268972
730	0.01480972568
731	0.01479243957
732	0.01476354613
733	0.01475661286
734	0.01474723446
735	0.01473721481
736	0.01471076249
737	0.01467971832
738	0.01467496005
739	0.01465033326
740	0.01464235527
741	0.01462701614
742	0.01460934069
743	0.01458397907
744	0.01456513823
745	0.01455467185
746	0.01453835675
747	0.01453083778
748	0.01450114349
749	0.01448936956
750	0.01446159276
751	0.0144366154
752	0.01441696013
753	0.01438321405
754	0.01436174832
755	0.01434379878
756	0.01432018846
757	0.0143019157
758	0.01428813267
759	0.01427100229
760	0.01426028184
761	0.01425746457
762	0.01423045925
763	0.01422162814
764	0.01419446875
765	0.01416640691
766	0.01415074587
767	0.01413145411
768	0.01412913209
769	0.01410392728
770	0.01409466714
771	0.01408993812
772	0.01407766554
773	0.01407174801
774	0.01404811075
775	0.01402005306
776	0.01400266865
777	0.01398558848
778	0.01395338609
779	0.01394466828
780	0.01392084333
781	0.01391769112
782	0.01390921215
783	0.01389618636
784	0.01387717934
785	0.01385762331
786	0.01383487064
787	0.01380713838
788	0.01378640153
789	0.01377467794
790	0.01377208439
791	0.01374918405
792	0.01372634961
793	0.01370987828
794	0.01368110382
795	0.01366810018
796	0.01363842088
797	0.01362308184
798	0.01360239042
799	0.01358302457
800	0.01356188239
801	0.01352580016
802	0.01351835403
803	0.01350805991
804	0.01348732194
805	0.01348298817
806	0.01346350982
807	0.01345742532
808	0.01344928867
809	0.01343902414
810	0.01341987336
811	0.01340787377
812	0.01339285018
813	0.01337894875
814	0.01336453576
815	0.01334608911
816	0.01332660511
817	0.01330655973
818	0.01329557311
819	0.01329144051
820	0.01327473859
821	0.01326170029
822	0.01324536446
823	0.01323905606
824	0.01322292049
825	0.01320387181
826	0.01319161622
827	0.01318192541
828	0.01315730334
829	0.01314722471
830	0.01312327205
831	0.01311529114
832	0.01308860846
833	0.01307353527
834	0.01306579705
835	0.01303444698
836	0.0130055366
837	0.01299582811
838	0.0129778744
839	0.01296542633
840	0.01294092657
841	0.01291298426
842	0.01289910469
843	0.01287588069
844	0.01286011665
845	0.01283990837
846	0.01283065691
847	0.01281061948
848	0.01280460392
849	0.01278137421
850	0.01275315651
851	0.01273101399
852	0.01272471308
853	0.0127118921
854	0.01270324541
855	0.01268434765
856	0.01266315226
857	0.01265207164
858	0.0126397866
859	0.01263044107
860	0.01262526689
861	0.01261711374
862	0.01258726364
863	0.01258136205
864	0.01257187257
865	0.01256675012
866	0.01255187717
867	0.01254838546
868	0.01253631453
869	0.01252012331
870	0.01249743737
871	0.01249485231
872	0.01247848309
873	0.01246675179
874	0.01245367761
875	0.01244252102
876	0.0124281402
877	0.01241294503
878	0.01237565067
879	0.0123574443
880	0.01235339081
881	0.01235004189
882	0.01233705399
883	0.01230809112
884	0.0123031299
885	0.01228564613
886	0.01227048206
887	0.01225003375
888	0.01223690681
889	0.01222813442
890	0.01221397107
891	0.01220450438
892	0.01219516791
893	0.01219004259
894	0.01217078812
895	0.01215698059
896	0.01214099396
897	0.01213660047
898	0.01212148126
899	0.01210653899
900	0.01209215661
901	0.01207892971
902	0.0120684585
903	0.01205493613
904	0.01203003187
905	0.01200937477
906	0.01198512861
907	0.01197368637
908	0.01196151116
909	0.01194455366
910	0.01193930491
911	0.0119288743
912	0.01192053044
913	0.01189725925
914	0.01187422517
915	0.01185707096
916	0.01184598305
917	0.01183615658
918	0.0118225894
919	0.01181447816
920	0.01180440578
921	0.01178323022
922	0.01177001065
923	0.01174245228
924	0.0117268434
925	0.0117144166
926	0.01170606376
927	0.01169338802
928	0.01167969082
929	0.01166369607
930	0.01164674538
931	0.01163805323
932	0.01163294073
933	0.01160686882
934	0.01158736957
935	0.01157796733
936	0.01156862102
937	0.01155191421
938	0.01153571071
939	0.01152754995
940	0.01151491102
941	0.01150012632
942	0.01149250407
943	0.01147668117
944	0.0114716562
945	0.01146609886
946	0.01145729628
947	0.01145239065
948	0.01144764474
949	0.01144276028
950	0.01142465906
951	0.01139859757
952	0.01138665965
953	0.0113824269
954	0.01137292477
955	0.01136944031
956	0.01135547308
957	0.01134759183
958	0.01132614403
959	0.01131558237
960	0.01128709342
961	0.01127791324
962	0.01125120621
963	0.01124656885
964	0.01123748824
965	0.01122544761
966	0.01121092863
967	0.01119079293
968	0.01117110421
969	0.01116373265
970	0.01114542769
971	0.01112295241
972	0.01112074398
973	0.01109729787
974	0.01107442867
975	0.01107058799
976	0.01106527227
977	0.01105261322
978	0.01103744825
979	0.01102122239
980	0.01099811811
981	0.01098471357
982	0.01097300268
983	0.01096932035
984	0.01095463076
985	0.01094809363
986	0.01093745018
987	0.01092444839
988	0.01091313788
989	0.01090913821
990	0.0108965861
991	0.01089569295
992	0.0108836032
993	0.01086283605
994	0.01086009627
995	0.01084348323
996	0.01083828295
997	0.01082249315
998	0.01081470923
999	0.01080972757
